frame,timestamp,car_id,car_center,x1,y1,x2,y2,movement,fps
125,1764848905.82,3,"(313, 736)",200,682,426,790,12.62,2.79
125,1764848905.82,6,"(425, 605)",321,556,530,655,13.66,2.79
126,1764848906.2,1,"(386, 886)",253,824,520,949,22.42,2.79
126,1764848906.2,3,"(328, 735)",214,681,442,790,13.82,2.79
126,1764848906.2,6,"(441, 604)",336,555,546,654,14.26,2.79
127,1764848906.63,1,"(412, 888)",279,825,545,951,23.63,2.76
127,1764848906.63,3,"(348, 735)",234,680,463,790,15.42,2.74
127,1764848906.63,6,"(457, 603)",353,554,562,653,14.86,2.72
128,1764848907.02,1,"(441, 889)",309,826,574,952,25.43,2.71
128,1764848907.02,3,"(371, 733)",257,679,485,788,17.83,2.69
128,1764848907.02,6,"(474, 602)",370,553,578,652,15.83,2.68
129,1764848907.42,1,"(469, 889)",338,827,601,952,26.63,2.68
129,1764848907.42,3,"(393, 733)",279,679,507,788,19.22,2.67
129,1764848907.42,6,"(490, 601)",387,552,594,651,15.83,2.67
129,1764848907.42,7,"(1271, 622)",1244,611,1298,633,0.0,2.67
130,1764848907.82,1,"(498, 891)",366,829,630,954,27.44,2.68
130,1764848907.82,3,"(418, 732)",304,678,532,787,21.03,2.69
130,1764848907.82,6,"(508, 600)",405,551,612,649,16.63,2.71
130,1764848907.82,7,"(1271, 622)",1244,612,1298,633,0.0,2.71
131,1764848908.22,1,"(530, 893)",398,830,663,956,28.85,2.71
131,1764848908.22,3,"(446, 731)",333,677,560,785,23.62,2.71
131,1764848908.22,6,"(526, 598)",423,549,630,648,17.05,2.71
131,1764848908.22,7,"(1271, 622)",1244,612,1298,633,0.0,2.71
132,1764848908.65,1,"(562, 895)",430,832,694,958,30.04,2.68
132,1764848908.65,3,"(470, 730)",358,677,583,783,24.43,2.66
132,1764848908.65,6,"(544, 597)",440,548,648,647,17.45,2.63
132,1764848908.65,7,"(1270, 623)",1245,613,1296,634,0.35,2.61
133,1764848909.07,1,"(594, 896)",464,834,725,959,30.64,2.59
133,1764848909.07,3,"(501, 728)",388,675,614,782,26.02,2.58
133,1764848909.07,6,"(563, 597)",459,547,667,647,17.84,2.57
133,1764848909.07,7,"(1270, 624)",1245,614,1296,634,0.48,2.55
134,1764848909.48,1,"(630, 898)",500,836,761,961,32.25,2.54
134,1764848909.48,3,"(533, 726)",420,673,647,780,28.04,2.54
134,1764848909.48,6,"(582, 595)",479,546,685,645,18.45,2.55
134,1764848909.48,7,"(1271, 625)",1245,615,1297,635,0.77,2.57
135,1764848909.89,1,"(667, 900)",537,838,798,962,33.85,2.59
135,1764848909.89,3,"(562, 726)",449,673,676,780,28.83,2.6
135,1764848909.89,6,"(600, 594)",497,545,704,644,18.45,2.61
135,1764848909.89,7,"(1270, 625)",1244,615,1297,636,0.97,2.61
136,1764848910.31,1,"(702, 901)",572,839,833,964,34.44,2.61
136,1764848910.31,3,"(595, 725)",482,672,709,779,29.83,2.6
136,1764848910.31,6,"(621, 593)",518,544,724,643,19.04,2.59
136,1764848910.31,7,"(1270, 626)",1243,615,1297,637,1.17,2.59
137,1764848910.7,1,"(743, 903)",612,840,874,966,36.24,2.59
137,1764848910.71,3,"(632, 724)",520,671,745,777,32.43,2.59
137,1764848910.71,6,"(641, 593)",539,544,743,642,19.43,2.6
137,1764848910.71,7,"(1269, 626)",1242,615,1297,637,1.08,2.61
138,1764848911.12,1,"(784, 905)",653,842,915,968,38.04,2.61
138,1764848911.12,3,"(665, 723)",553,670,777,776,32.82,2.61
138,1764848911.12,6,"(661, 592)",559,543,763,641,19.64,2.61
138,1764848911.12,7,"(1269, 627)",1242,616,1296,638,1.08,2.61
139,1764848911.52,1,"(823, 907)",692,844,955,970,38.64,2.62
139,1764848911.52,3,"(701, 721)",589,668,814,774,33.62,2.63
139,1764848911.52,6,"(682, 589)",581,541,783,638,20.06,2.62
139,1764848911.52,7,"(1268, 627)",1242,617,1295,638,1.0,2.61
140,1764848911.94,1,"(867, 908)",736,845,998,972,40.03,2.6
140,1764848911.94,3,"(743, 720)",631,667,856,773,36.22,2.59
140,1764848911.94,6,"(704, 587)",603,539,805,636,20.87,2.58
140,1764848911.94,7,"(1268, 628)",1242,618,1295,639,1.0,2.58
141,1764848912.36,1,"(911, 910)",780,846,1043,974,41.84,2.58
141,1764848912.36,3,"(781, 718)",669,666,893,771,37.23,2.58
141,1764848912.36,6,"(725, 586)",625,538,826,635,20.87,2.58
141,1764848912.36,7,"(1268, 629)",1240,618,1296,640,1.0,2.58
142,1764848912.76,1,"(953, 911)",822,847,1085,975,42.03,2.58
142,1764848912.76,3,"(822, 716)",710,663,935,769,38.04,2.59
142,1764848912.76,6,"(748, 584)",648,536,848,633,21.49,2.6
142,1764848912.76,7,"(1267, 629)",1240,618,1295,640,1.0,2.61
143,1764848913.16,1,"(999, 911)",869,848,1130,975,43.02,2.62
143,1764848913.16,3,"(869, 714)",757,661,982,767,40.84,2.63
143,1764848913.17,6,"(771, 582)",671,534,871,630,22.1,2.64
143,1764848913.17,7,"(1267, 628)",1241,618,1294,639,1.0,2.64
144,1764848913.57,1,"(1046, 912)",917,849,1176,975,44.62,2.65
144,1764848913.57,3,"(909, 712)",798,659,1020,765,41.64,2.66
144,1764848913.57,6,"(792, 580)",694,533,891,627,22.08,2.67
144,1764848913.57,7,"(1267, 628)",1241,618,1293,639,0.8,2.67
145,1764848913.97,1,"(1091, 912)",961,849,1221,975,44.81,2.67
145,1764848913.97,3,"(952, 709)",841,656,1063,763,41.86,2.68
145,1764848913.97,6,"(815, 578)",717,531,913,625,22.28,2.68
145,1764848913.97,7,"(1266, 628)",1240,618,1293,639,0.8,2.69
146,1764848914.37,1,"(1138, 912)",1008,849,1268,975,45.4,2.69
146,1764848914.37,3,"(999, 706)",888,653,1111,760,43.67,2.69
146,1764848914.37,6,"(838, 576)",739,528,938,624,22.69,2.69
146,1764848914.37,7,"(1266, 628)",1240,618,1292,639,0.6,2.68
147,1764848914.77,1,"(1185, 911)",1055,848,1315,974,46.4,2.68
147,1764848914.77,3,"(1041, 703)",930,650,1152,757,43.88,2.68
147,1764848914.77,6,"(861, 574)",762,526,961,622,22.69,2.68
147,1764848914.77,7,"(1265, 628)",1239,618,1292,639,0.6,2.68
148,1764848915.15,1,"(1231, 911)",1101,848,1362,975,46.4,2.68
148,1764848915.15,3,"(1085, 700)",975,647,1196,753,43.29,2.69
148,1764848915.15,6,"(884, 572)",785,524,984,620,22.69,2.7
148,1764848915.15,7,"(1265, 628)",1239,618,1292,639,0.4,2.71
149,1764848915.54,1,"(1279, 910)",1149,847,1409,974,46.6,2.72
149,1764848915.54,3,"(1134, 697)",1024,644,1245,751,45.1,2.73
149,1764848915.54,6,"(908, 570)",809,522,1008,618,23.29,2.74
149,1764848915.54,7,"(1265, 628)",1239,618,1291,639,0.4,2.74
150,1764848915.97,1,"(1329, 910)",1200,847,1459,973,47.6,2.72
150,1764848915.97,3,"(1176, 695)",1067,643,1285,747,44.89,2.7
150,1764848915.97,6,"(929, 569)",831,522,1028,617,22.87,2.67
150,1764848915.97,7,"(1265, 628)",1237,617,1293,639,0.2,2.64
151,1764848916.46,1,"(1375, 910)",1246,847,1504,973,47.4,2.58
151,1764848916.46,3,"(1222, 693)",1114,641,1331,745,44.68,2.53
151,1764848916.46,6,"(954, 567)",855,519,1053,615,23.27,2.47
151,1764848916.46,7,"(1265, 627)",1237,616,1293,639,0.4,2.41
152,1764848916.89,1,"(1423, 909)",1293,846,1553,972,47.6,2.38
152,1764848916.89,3,"(1275, 689)",1165,637,1385,742,46.89,2.35
152,1764848916.89,6,"(978, 565)",880,518,1076,613,23.47,2.35
152,1764848916.89,7,"(1264, 627)",1236,616,1293,639,0.4,2.35
153,1764848917.31,1,"(1475, 908)",1345,845,1606,972,48.81,2.36
153,1764848917.31,3,"(1319, 687)",1209,634,1429,740,46.88,2.37
153,1764848917.31,6,"(999, 565)",902,518,1097,612,23.05,2.41
153,1764848917.31,7,"(1264, 627)",1236,616,1293,639,0.4,2.45
154,1764848917.74,1,"(1522, 907)",1391,844,1653,971,48.61,2.48
154,1764848917.74,3,"(1368, 685)",1260,633,1477,738,46.87,2.51
154,1764848917.74,6,"(1023, 563)",925,516,1121,611,23.05,2.51
154,1764848917.74,7,"(1263, 627)",1235,616,1292,639,0.6,2.51
155,1764848918.17,1,"(1569, 906)",1439,843,1700,970,48.01,2.51
155,1764848918.17,3,"(1421, 683)",1314,632,1528,735,49.06,2.51
155,1764848918.17,6,"(1047, 562)",950,515,1145,610,23.65,2.49
155,1764848918.17,7,"(1263, 628)",1235,616,1292,640,0.8,2.48
156,1764848918.66,1,"(1622, 905)",1492,842,1753,969,49.41,2.44
156,1764848918.66,3,"(1467, 681)",1362,631,1573,732,49.06,2.41
156,1764848918.66,6,"(1069, 561)",973,514,1166,608,23.04,2.38
156,1764848918.66,7,"(1263, 628)",1234,616,1292,640,0.6,2.36
157,1764848919.1,1,"(1668, 904)",1537,841,1799,968,49.01,2.34
157,1764848919.1,3,"(1515, 679)",1409,629,1621,730,48.04,2.33
157,1764848919.1,6,"(1092, 559)",996,513,1188,606,22.84,2.31
157,1764848919.1,7,"(1263, 628)",1234,616,1292,640,0.4,2.3
158,1764848919.55,1,"(1719, 903)",1588,840,1851,967,48.81,2.29
158,1764848919.55,3,"(1571, 677)",1464,626,1678,728,50.44,2.28
158,1764848919.55,6,"(1116, 558)",1020,512,1212,605,23.45,2.29
158,1764848919.55,7,"(1260, 630)",1233,619,1287,641,1.12,2.31
159,1764848919.98,1,"(1773, 902)",1641,838,1906,966,50.21,2.33
159,1764848919.98,3,"(1618, 675)",1512,625,1725,726,50.04,2.35
159,1764848919.98,6,"(1137, 557)",1041,510,1234,604,22.83,2.36
159,1764848919.98,7,"(1259, 630)",1232,620,1286,641,1.12,2.37
160,1764848920.38,1,"(1809, 900)",1679,837,1940,964,48.02,2.4
160,1764848920.38,3,"(1668, 674)",1561,623,1776,725,49.43,2.43
160,1764848920.38,6,"(1160, 555)",1064,509,1257,602,22.65,2.46
160,1764848920.38,7,"(1259, 631)",1232,620,1286,642,1.12,2.49
161,1764848920.84,1,"(1838, 899)",1711,836,1965,963,43.22,2.49
161,1764848920.84,3,"(1725, 672)",1618,622,1833,723,51.63,2.48
161,1764848920.84,6,"(1184, 554)",1088,507,1280,601,23.05,2.47
161,1764848920.84,7,"(1258, 631)",1232,620,1285,642,1.32,2.46
162,1764848921.27,1,"(1866, 897)",1747,834,1986,960,39.63,2.47
162,1764848921.27,3,"(1780, 669)",1672,619,1888,720,53.04,2.47
162,1764848921.27,6,"(1206, 553)",1111,506,1302,600,22.83,2.45
162,1764848921.27,7,"(1258, 631)",1231,621,1285,642,1.32,2.43
163,1764848921.75,1,"(1908, 896)",1789,833,2028,960,37.83,2.4
163,1764848921.75,3,"(1824, 668)",1718,618,1930,718,50.64,2.36
163,1764848921.75,6,"(1228, 552)",1133,506,1323,598,22.44,2.34
163,1764848921.75,7,"(1257, 631)",1231,621,1284,642,0.8,2.33
164,1764848922.15,1,"(1951, 895)",1832,832,2071,959,35.63,2.38
164,1764848922.15,3,"(1872, 666)",1766,616,1978,716,50.84,2.42
164,1764848922.15,6,"(1249, 550)",1155,505,1344,596,22.45,2.45
164,1764848922.15,7,"(1257, 632)",1230,621,1284,643,0.8,2.48
165,1764848922.51,1,"(1993, 894)",1874,831,2113,958,36.82,2.54
165,1764848922.51,3,"(1919, 663)",1814,614,2025,713,50.25,2.6
165,1764848922.51,6,"(1271, 549)",1176,503,1366,595,22.24,2.68
165,1764848922.51,7,"(1256, 632)",1230,621,1283,643,0.8,2.76
166,1764848922.86,1,"(2035, 893)",1916,830,2155,957,39.42,2.84
166,1764848922.86,3,"(1967, 661)",1862,612,2073,711,48.45,2.92
166,1764848922.86,6,"(1292, 548)",1198,502,1387,594,21.64,2.95
166,1764848922.86,7,"(1256, 632)",1229,622,1283,643,0.6,2.98
167,1764848923.21,1,"(2078, 893)",1959,830,2198,956,42.41,3.0
167,1764848923.21,3,"(2015, 659)",1911,610,2120,709,47.05,3.03
167,1764848923.21,6,"(1315, 546)",1220,500,1410,592,21.85,3.03
167,1764848923.21,7,"(1255, 632)",1229,622,1282,643,0.8,3.02
168,1764848923.56,1,"(2120, 892)",2001,829,2240,955,42.41,3.02
168,1764848923.56,3,"(2063, 657)",1959,608,2168,707,47.85,3.03
168,1764848923.56,6,"(1336, 545)",1241,499,1431,591,21.65,3.03
168,1764848923.56,7,"(1255, 633)",1229,622,1282,644,0.8,3.03
169,1764848923.9,1,"(2162, 891)",2043,828,2282,955,42.21,3.04
169,1764848923.9,3,"(2111, 655)",2007,606,2215,705,47.85,3.06
169,1764848923.9,6,"(1356, 544)",1261,499,1451,590,21.44,3.08
169,1764848923.9,7,"(1254, 633)",1228,622,1281,644,0.8,3.09
170,1764848924.27,1,"(2205, 890)",2086,827,2325,954,42.41,3.1
170,1764848924.27,3,"(2159, 653)",2055,604,2263,702,48.04,3.1
170,1764848924.27,6,"(1380, 544)",1285,498,1475,590,21.83,3.1
170,1764848924.27,7,"(1254, 633)",1228,623,1281,644,0.6,3.1
171,1764848924.63,1,"(2247, 889)",2128,826,2367,953,42.41,3.1
171,1764848924.63,3,"(2206, 651)",2103,602,2310,700,47.84,3.1
171,1764848924.63,6,"(1399, 542)",1305,497,1494,588,21.45,3.09
171,1764848924.63,7,"(1253, 633)",1227,623,1280,644,0.8,3.08
172,1764848924.99,1,"(2289, 888)",2170,825,2409,952,42.21,3.07
172,1764848924.99,3,"(2254, 649)",2151,601,2358,698,47.84,3.05
172,1764848924.99,6,"(1421, 541)",1327,496,1515,587,21.24,3.05
172,1764848924.99,7,"(1253, 633)",1227,623,1280,644,0.6,3.05
173,1764848925.35,1,"(2332, 888)",2213,825,2452,951,42.41,3.05
173,1764848925.35,3,"(2302, 647)",2199,599,2405,696,47.84,3.06
173,1764848925.35,6,"(1443, 540)",1349,495,1538,586,21.44,3.05
173,1764848925.35,7,"(1252, 634)",1226,623,1279,645,0.68,3.05
174,1764848925.72,1,"(2374, 887)",2255,824,2494,950,42.41,3.04
174,1764848925.72,3,"(2350, 645)",2248,597,2453,693,47.84,3.03
174,1764848925.72,6,"(1462, 539)",1369,494,1556,584,21.24,3.02
174,1764848925.72,7,"(1252, 634)",1226,624,1279,645,0.48,3.01
175,1764848926.07,1,"(2416, 886)",2297,823,2536,949,42.21,3.01
175,1764848926.07,3,"(2398, 643)",2296,595,2500,691,47.84,3.02
175,1764848926.07,6,"(1483, 538)",1390,494,1577,583,20.64,3.02
175,1764848926.07,7,"(1251, 634)",1225,624,1278,645,0.68,3.02
176,1764848926.43,1,"(2459, 885)",2340,822,2579,949,42.41,3.02
176,1764848926.43,3,"(2446, 641)",2344,593,2548,689,48.04,3.02
176,1764848926.43,6,"(1504, 538)",1410,493,1599,583,21.02,3.02
176,1764848926.43,7,"(1251, 634)",1225,624,1277,645,0.48,3.03
177,1764848926.79,1,"(2501, 884)",2382,821,2621,948,42.41,3.04
177,1764848926.79,3,"(2493, 639)",2392,591,2595,687,47.84,3.05
177,1764848926.79,6,"(1524, 536)",1429,492,1619,581,20.63,3.05
177,1764848926.79,7,"(1250, 635)",1224,624,1277,646,0.77,3.05
178,1764848927.14,1,"(2543, 883)",2424,820,2663,947,42.21,3.05
178,1764848927.14,3,"(2541, 637)",2440,589,2642,685,47.84,3.04
178,1764848927.14,6,"(1544, 536)",1449,491,1639,581,20.23,3.05
178,1764848927.14,7,"(1250, 635)",1224,625,1276,646,0.48,3.05
179,1764848927.49,1,"(2586, 883)",2467,820,2705,946,42.41,3.06
179,1764848927.49,3,"(2589, 634)",2488,587,2690,682,47.85,3.06
179,1764848927.49,6,"(1564, 535)",1469,491,1660,580,20.43,3.06
179,1764848927.49,7,"(1249, 635)",1223,625,1276,646,0.68,3.06
180,1764848927.83,1,"(2628, 882)",2509,819,2748,945,42.41,3.07
180,1764848927.83,3,"(2636, 632)",2536,585,2737,680,47.65,3.07
180,1764848927.83,6,"(1584, 533)",1489,489,1680,578,20.24,3.08
180,1764848927.83,7,"(1249, 635)",1223,625,1275,646,0.48,3.09
181,1764848928.18,1,"(2671, 881)",2552,818,2790,944,42.41,3.09
181,1764848928.18,3,"(2685, 630)",2585,583,2785,678,47.85,3.09
181,1764848928.18,6,"(1605, 533)",1508,488,1702,578,20.24,3.09
181,1764848928.18,7,"(1248, 636)",1222,626,1275,647,0.77,3.09
182,1764848928.54,1,"(2713, 880)",2594,817,2832,943,42.41,3.09
182,1764848928.54,3,"(2732, 629)",2633,582,2832,676,47.85,3.09
182,1764848928.54,6,"(1626, 531)",1529,487,1723,576,20.44,3.08
182,1764848928.54,7,"(1248, 636)",1222,626,1274,647,0.48,3.07
183,1764848928.9,1,"(2755, 879)",2636,816,2875,943,42.41,3.06
183,1764848928.9,3,"(2780, 627)",2681,580,2880,674,47.85,3.05
183,1764848928.9,6,"(1644, 530)",1546,486,1742,575,20.05,3.05
183,1764848928.9,7,"(1247, 636)",1221,626,1274,647,0.68,3.05
184,1764848929.24,1,"(2798, 878)",2679,815,2917,942,42.41,3.05
184,1764848929.24,3,"(2828, 624)",2729,578,2927,671,47.85,3.05
184,1764848929.24,6,"(1662, 529)",1564,485,1761,574,19.65,3.06
184,1764848929.24,7,"(1247, 636)",1221,626,1273,647,0.48,3.06
185,1764848929.6,1,"(2840, 878)",2721,815,2959,941,42.41,3.06
185,1764848929.6,3,"(2876, 622)",2777,576,2975,669,48.05,3.06
185,1764848929.6,6,"(1682, 528)",1584,483,1781,574,19.64,3.06
185,1764848929.6,7,"(1246, 637)",1220,627,1273,648,0.77,3.05
186,1764848929.96,1,"(2882, 877)",2763,814,3002,940,42.21,3.06
186,1764848929.96,3,"(2923, 620)",2825,574,3022,667,47.65,3.06
186,1764848929.96,6,"(1700, 527)",1601,482,1800,572,19.04,3.06
186,1764848929.96,7,"(1246, 637)",1220,627,1272,648,0.48,3.06
187,1764848930.31,1,"(2925, 876)",2806,813,3044,939,42.41,3.06
187,1764848930.31,3,"(2971, 618)",2873,572,3070,665,47.85,3.05
187,1764848930.31,6,"(1718, 526)",1618,481,1818,572,18.43,3.06
187,1764848930.31,7,"(1246, 637)",1220,627,1272,648,0.48,3.06
188,1764848930.66,1,"(2967, 875)",2848,812,3086,938,42.41,3.06
188,1764848930.67,3,"(3019, 616)",2922,570,3117,662,47.85,3.06
188,1764848930.67,6,"(1737, 526)",1638,481,1837,571,18.62,3.06
188,1764848930.67,7,"(1245, 637)",1219,627,1271,648,0.48,3.05
189,1764848931.05,1,"(3009, 874)",2890,811,3129,938,42.21,3.02
189,1764848931.05,3,"(3067, 614)",2970,568,3165,660,47.84,3.0
189,1764848931.05,6,"(1754, 525)",1655,480,1853,570,18.42,2.97
189,1764848931.05,7,"(1245, 638)",1219,628,1271,649,0.68,2.94
190,1764848931.39,1,"(3052, 873)",2933,810,3171,937,42.41,2.94
190,1764848931.39,3,"(3115, 612)",3018,566,3212,658,47.84,2.95
190,1764848931.39,6,"(1770, 524)",1671,480,1870,569,17.62,2.95
190,1764848931.39,7,"(1244, 638)",1218,628,1270,649,0.6,2.96
191,1764848931.74,1,"(3094, 873)",2975,810,3213,936,42.41,2.97
191,1764848931.74,3,"(3163, 610)",3066,565,3260,656,48.04,2.97
191,1764848931.74,6,"(1789, 523)",1689,479,1889,568,17.82,3.0
192,1764848932.09,1,"(3136, 872)",3017,809,3256,935,42.21,3.03
192,1764848932.09,3,"(3210, 608)",3114,563,3307,654,47.84,3.06
192,1764848932.09,6,"(1806, 522)",1707,478,1905,567,17.62,3.09
193,1764848932.44,3,"(3258, 606)",3162,561,3354,651,47.84,3.09
193,1764848932.44,6,"(1821, 521)",1721,476,1922,566,16.83,3.09
194,1764848932.79,6,"(1831, 521)",1731,476,1931,566,15.42,3.09
195,1764848933.11,6,"(1849, 520)",1749,475,1949,565,15.82,3.11
196,1764848933.46,6,"(1866, 519)",1766,474,1966,564,15.42,3.11
197,1764848933.81,6,"(1884, 518)",1784,473,1984,563,15.62,3.11
198,1764848934.14,6,"(1901, 517)",1801,472,2002,562,16.02,3.14
199,1764848934.45,6,"(1918, 516)",1818,471,2019,562,17.43,3.16
200,1764848934.77,6,"(1936, 515)",1836,470,2037,561,17.43,3.18
201,1764848935.1,6,"(1953, 514)",1853,469,2054,560,17.43,3.2
202,1764848935.42,6,"(1971, 513)",1871,468,2072,559,17.43,3.22
203,1764848935.75,6,"(1988, 512)",1888,467,2089,558,17.43,3.24
204,1764848936.09,6,"(2006, 511)",1906,466,2107,557,17.63,3.27
205,1764848936.4,6,"(2023, 510)",1923,465,2124,556,17.43,3.26
206,1764848936.73,6,"(2041, 510)",1940,465,2142,555,17.62,3.28
207,1764848937.06,6,"(2058, 509)",1958,464,2159,555,17.42,3.31
208,1764848937.38,6,"(2076, 508)",1975,463,2177,554,17.62,3.32
209,1764848937.71,6,"(2093, 507)",1993,462,2194,553,17.42,3.31
210,1764848938.05,6,"(2111, 506)",2010,461,2212,552,17.62,3.31
211,1764848938.38,6,"(2128, 505)",2027,460,2229,551,17.43,3.31
212,1764848938.71,6,"(2146, 504)",2045,459,2247,550,17.63,3.3
213,1764848939.05,6,"(2163, 503)",2062,458,2264,549,17.43,3.3
214,1764848939.38,6,"(2181, 502)",2080,457,2282,548,17.63,3.29
215,1764848939.72,6,"(2198, 501)",2097,456,2299,547,17.43,3.29
216,1764848940.06,6,"(2215, 501)",2114,455,2317,547,17.42,3.29
217,1764848940.4,6,"(2233, 500)",2132,454,2334,546,17.42,3.28
218,1764848940.73,6,"(2250, 499)",2149,453,2352,545,17.42,3.27
219,1764848941.06,6,"(2268, 498)",2167,452,2369,544,17.42,3.27
220,1764848941.39,6,"(2285, 497)",2184,452,2387,543,17.42,3.26
221,1764848941.72,6,"(2303, 496)",2202,451,2404,542,17.63,3.26
222,1764848942.05,6,"(2320, 495)",2219,450,2422,541,17.43,3.26
223,1764848942.38,6,"(2338, 494)",2236,449,2440,540,17.63,3.26
224,1764848942.72,6,"(2355, 494)",2254,448,2457,540,17.42,3.26
